SAMPLE,STRAIN,POPULATION,VESSEL,TIMEPOINT,COUNT,FSC_MEDIAN,FSC_MEAN,FSC_SD,FL1_MEDIAN,FL1_MEAN,FL1_SD,NORMALIZED_GFP_MEDIAN,NORMALIZED_GFP_MEAN,NORMALIZED_GFP_SD,PopProp_0copy,PopProp_1copy,PopProp_2copy,PopProp_3plus,Cells counted
199,DGY#2076_T14_F01,DGY#2076,Genomic_Architecture_Mutant,6,14,86264,292715,325434.088576927,149287.195366304,35886,38450.9364277103,15321.2676175487,0.123283639363969,0.130730409978559,0.0524557463060916,0.0110358898265789,0.39754706482426,0.0953816192154317,1.15923212464064e-05,86264
200,DGY#2071_T14_G01,DGY#2071,Genomic_Architecture_Mutant,7,14,85569,320616,367631.856455025,187680.860896527,74170,82515.2886909979,41808.0860568768,0.223274728264978,0.244061313301119,0.104095583281951,0.0160805899332702,0.330657130502869,0.542544613119237,0.00971146092627003,85569
201,DGY#2150_T14_H01,DGY#2150,Genomic_Architecture_Mutant,8,14,90411,295738,339939.749842386,174106.412519218,53873,60487.096227229,35183.4259995467,0.176862660472388,0.188322835252814,0.0817504576647982,0.0462996759243897,0.422879959296988,0.350211810509783,0.000940151087810112,90411
202,DGY#2084_T14_A02,DGY#2084,DNA_repair_mutant,9,14,77243,405227,459072.142122911,225356.455758157,112402,124491.168753156,64455.2856805742,0.270520620274588,0.293376836951354,0.129815242129821,0.020221897129837,0.201908263531971,0.664474450759292,0.0480302422225962,77243
203,DGY#2086_T14_B02,DGY#2086,DNA_repair_mutant,10,14,92102,288456.5,331515.620127685,167006.307361253,62191,70906.478122082,37942.624530212,0.209813871359276,0.225897606435979,0.0840844348436283,0.00935918872554342,0.329048229137261,0.515276541226032,0.00271438188095807,92102
204,DGY#2089_T14_C02,DGY#2089,DNA_repair_mutant,11,14,87922,314873,362393.961863925,183422.239114739,127287,142048.890698574,72988.5659688564,0.389489792327364,0.421266316316116,0.17123898944015,0.0146038534155274,0.0108050317326721,0.640943108664498,0.192591160346671,87922
205,DGY#2090_T14_D02,DGY#2090,DNA_repair_mutant,12,14,88839,300804,344097.457940769,173276.623922456,71630,80738.4090545819,43259.4694934006,0.228966283664344,0.249979514905315,0.100507900422294,0.0105696822341539,0.283163925753329,0.589988631119216,0.0100969168946071,88839
206,DGY#1972_T14_E02,DGY#1972,GAP1_location_mutant,13,14,80324,390835,446898.341006424,227066.989730927,192536.5,216630.938150491,119094.670609835,0.484994080433508,0.52558754890941,0.239308594105627,0.0186121209103132,0.0147029530401872,0.403291668741597,0.41757133608884,80324
207,DGY#2135_T14_F02,DGY#2135,GAP1_location_mutant,14,14,6024,567552,593662.699037185,333623.111668802,54847,99691.7661022576,115426.703108543,0.155988495720673,0.140071134401368,0.124735077152716,0.297144754316069,0.187583001328021,0.336487383798141,0.00249003984063745,6024
208,DGY#2143_T14_G02,DGY#2143,GAP1_location_mutant,15,14,86966,468745.5,515354.106811857,210931.180879145,123462,133371.360842168,61308.9995834052,0.257270776533412,0.270952604139129,0.102423186155724,0.023273463192512,0.234574431386979,0.680564818434791,0.0220200998091208,86966
209,DGY#2144_T14_H02,DGY#2144,GAP1_location_mutant,16,14,88414,304147,348612.982683738,176335.538589094,62512,69880.6478725089,37786.4927344853,0.197826185052322,0.214505195403462,0.0884293286085284,0.0192277241160902,0.390153143167372,0.458683014002307,0.00346099034089624,88414
210,DGY#1657_T14_A03,DGY#1657,Wild_Type,17,14,88090,352137,407016.193688273,211039.143735972,68818.5,75176.0442729027,47813.697307258,0.188409299700252,0.202821116806679,0.112605189114511,0.0626972414576002,0.381337268702463,0.399046429787717,0.00708366443410149,88090
211,DGY#2076_T14_B03,DGY#2076,Genomic_Architecture_Mutant,18,14,82985,420611,467882.647382057,207089.128437936,121800,138797.657118756,77903.6226220558,0.283018139155373,0.314719444982777,0.152438586940106,0.0217147677291077,0.199807194071218,0.623172862565524,0.102596854853287,82985
212,DGY#2071_T14_C03,DGY#2071,Genomic_Architecture_Mutant,19,14,87324,301753,355782.775708854,190882.780253657,68685,80623.9540561587,46511.6971442995,0.223015381290076,0.238854777440567,0.0900981090880699,0.0139022490953232,0.295932389721039,0.58716962118089,0.00446612615088635,87324
213,DGY#2150_T14_D03,DGY#2150,Genomic_Architecture_Mutant,20,14,88189,297220,348128.173162186,184157.271786899,65327,75225.6553878602,43385.659876814,0.215272021441202,0.227895767021575,0.088375156685829,0.0242774042114096,0.313542505301115,0.550851013164907,0.0023018743834265,88189
214,DGY#2084_T14_E03,DGY#2084,DNA_repair_mutant,21,14,83864,368675,426054.710769818,221423.224664804,78472,90110.9028546218,53089.4951873171,0.207671536235967,0.223601993718104,0.0922914484635786,0.0217971954593151,0.392313746065058,0.499916531527235,0.00742869407612325,83864
215,DGY#2086_T14_F03,DGY#2086,DNA_repair_mutant,22,14,85380,341447,388995.654673226,193059.408335488,77805.5,87221.5206840009,44163.9963287555,0.223737208750901,0.241507388205818,0.0977514605831729,0.0153431717029749,0.343675333801827,0.560400562192551,0.00870227219489342,85380
216,DGY#2089_T14_G03,DGY#2089,DNA_repair_mutant,23,14,85451,275902,308611.392248189,141833.669607194,31774,32389.0861312331,17126.6891099515,0.114163393785376,0.116947465924182,0.0633418405351556,0.104047933903641,0.300172028413945,0.0841885993142269,1.17026131935261e-05,85451
217,DGY#2090_T14_H03,DGY#2090,DNA_repair_mutant,24,14,88022,289042,322357.628297471,154281.06532959,27546,30539.0970666424,14747.4716690752,0.0953217893718291,0.102772124662842,0.0440462835855092,0.0181886346595169,0.234702687964373,0.0245052373270319,1.13607961645952e-05,88022
218,DGY#1972_T14_A04,DGY#1972,GAP1_location_mutant,25,14,86418,344686.5,398095.043440024,204190.608179461,143954.5,162925.689451272,87860.7637656188,0.406258136982419,0.4387057226018,0.181025251745303,0.0132495544909625,0.00847045754356731,0.604538406350529,0.243143789488301,86418
219,DGY#2135_T14_B04,DGY#2135,GAP1_location_mutant,26,14,85261,345160,391201.614337153,189704.807622313,95879,107940.04824011,54900.8524486547,0.27344176076911,0.297111147660835,0.124221238993932,0.0115644902124066,0.195294448810124,0.68137835587197,0.0392207457102309,85261
220,DGY#2143_T14_C04,DGY#2143,GAP1_location_mutant,27,14,89762,268604.5,307532.56566253,154755.145729289,54695,62634.5301463871,36344.4897019357,0.196457714212495,0.214136788331171,0.0903280337945941,0.0125220026291749,0.344577883736993,0.439428711481473,0.00623872017111918,89762
221,DGY#2144_T14_D04,DGY#2144,GAP1_location_mutant,28,14,90271,272837,314252.689911489,161323.047962805,53897,62938.261224535,38806.485611426,0.191974388387736,0.208678477810073,0.0903514502009863,0.0138471934508314,0.357146813483843,0.413864917858448,0.00796490567291821,90271
222,DGY#2084_T14_E04,DGY#2084,DNA_repair_mutant,29,14,77280,529440.5,576361.847101449,229615.271300946,151049,163399.967339545,79494.1989417776,0.28028316325133,0.292607822707077,0.108998809133074,0.0293995859213251,0.133786231884058,0.761930641821946,0.0354684265010352,77280
223,DGY#2086_T14_F04,DGY#2086,DNA_repair_mutant,30,14,81989,487607,535031.81410921,213115.361018741,130164,153236.704570125,90239.8866855438,0.264389730149654,0.293901304243324,0.136023155707286,0.0121357743111881,0.261217968264035,0.584407664442791,0.0920245398773006,81989
224,DGY#2089_T14_G04,DGY#2089,DNA_repair_mutant,31,14,75326,501534.5,550796.676167592,240627.049323429,113939,123701.293046226,55795.8297598111,0.234387922809604,0.237054531242121,0.0797306786531993,0.0151607678623583,0.33822318986804,0.613068528794838,0.00447388683854181,75326
225,DGY#2090_T14_H04,DGY#2090,DNA_repair_mutant,32,14,88315,356215,404903.638645757,193832.921998149,72100,80616.3660873011,40960.9265869539,0.202723924632097,0.209272588311327,0.0712138932375998,0.0129309856762724,0.443809092453151,0.488105078412501,0.000668063182924758,88315
226,DGY#1_T15_A01,DGY#1,0_Copy_Control,1,15,85754,329354,377219.428912937,197823.349000869,1496,1727.28046505119,1520.81566990051,0.00421454568870636,0.00514860864110007,0.00487691540382631,0.97948783730205,3.49837908435758e-05,1.16612636145253e-05,0,85754
227,DGY#620_T15_B01,DGY#620,0_Copy_Control,2,15,83234,343871.5,395216.634260038,197031.564938243,1467,10957.6433068217,37894.11556384,0.00413401486291912,0.0209746408094075,0.0605657348065357,0.898671216089579,0.0378330970516856,0.0338203138140664,0.000636759016747964,83234
228,DGY#500_T15_C01,DGY#500,1_Copy_Control,3,15,75831,417031,458100.310031517,202930.02822012,1704,3323.20668328256,15213.8095144631,0.00391778505301043,0.00659384244583227,0.0212710846482645,0.965805541269402,0.00652767337896111,0.00328361751790165,0.000184621065263547,75831
229,DGY#1315_T15_D01,DGY#1315,2_Copy_Contol,4,15,84713,340078,389058.005111376,196331.225808627,82368,92303.7007307025,52226.1533766736,0.233094116531251,0.256481681882123,0.121447043498225,0.0340915798047525,0.295149504798555,0.566678077744856,0.0265248545087531,84713
230,DGY#1657_T15_E01,DGY#1657,Wild_Type,5,15,92143,313554,364549.293912723,177254.716330969,2254,2486.76794764659,2202.53949550459,0.00659295303471347,0.00729176970299744,0.00561190648293514,0.974496163571839,0,2.17053927048175e-05,1.08526963524088e-05,92143
231,DGY#2076_T15_F01,DGY#2076,Genomic_Architecture_Mutant,6,15,85584,279104,312130.545919798,147492.189649286,32278,33698.522410731,15633.2404517423,0.114293523108374,0.12076223651507,0.0574068425705272,0.0550219667227519,0.311565245840344,0.0724317629463451,2.33688539914003e-05,85584
232,DGY#2071_T15_G01,DGY#2071,Genomic_Architecture_Mutant,7,15,83818,365283.5,406486.772781503,200712.27002715,6767,29492.0327614594,39207.9081031548,0.0221333803027687,0.0704325290569118,0.0760928684382352,0.489644229163187,0.294173089312558,0.0540933928273163,9.54448925051898e-05,83818
233,DGY#2150_T15_H01,DGY#2150,Genomic_Architecture_Mutant,8,15,89122,361591.5,401990.072922511,183054.801660219,1365,2833.94740916945,12575.0369725801,0.00363616875767549,0.00606192768160957,0.0177432777249596,0.975774780637777,0.009223311864635,0.00175040955095263,1.12205740445681e-05,89122
234,DGY#2084_T15_A02,DGY#2084,DNA_repair_mutant,9,15,80354,364891.5,424573.896607512,219633.221292974,99637,111786.986049232,60228.778546609,0.260324188853927,0.283301160197107,0.1211884563726,0.0183562734898076,0.209784204893347,0.664086417602111,0.0340617766383752,80354
235,DGY#2086_T15_B02,DGY#2086,DNA_repair_mutant,10,15,91258,263610.5,306291.052148853,162296.346997485,57544,66743.5560717964,39488.3886130731,0.213322973494827,0.227490089476006,0.0842710326159321,0.0222446251287558,0.261686646650157,0.523943106357799,0.00211488307874378,91258
236,DGY#2089_T15_C02,DGY#2089,DNA_repair_mutant,11,15,86731,340664,389148.450657781,194480.326851394,119074,130957.173478918,78886.8805741613,0.335555768829072,0.358157419952852,0.17529180728881,0.0561275668446115,0.0461080813088746,0.649421775374434,0.135995203560434,86731
237,DGY#2090_T15_D02,DGY#2090,DNA_repair_mutant,12,15,88088,325126,376050.123978294,197907.129613668,70178,80097.1776632458,47895.6787907123,0.206861418528512,0.227826922346781,0.103737507674087,0.0234197620561257,0.370708836617928,0.485628008355281,0.0100354191263282,88088
238,DGY#1972_T15_E02,DGY#1972,GAP1_location_mutant,13,15,80229,357469,416235.905707413,221515.657253849,184865,209310.477433347,113983.423006226,0.496811266962442,0.545163703730655,0.232626245790134,0.012052998292388,0.00258011442246569,0.399880342519538,0.425793665632128,80229
239,DGY#2135_T15_F02,DGY#2135,GAP1_location_mutant,14,15,64931,642531,650490.575826647,270191.040939977,32792,61973.0469729405,75794.2369905928,0.0658986362711174,0.0836588468907876,0.0866651630293148,0.357302367128182,0.294990066378155,0.117416950301089,0.00046202892301058,64931
240,DGY#2143_T15_G02,DGY#2143,GAP1_location_mutant,15,15,75184,455361.5,488619.865051075,204407.111683348,4065,6598.77602947436,19054.626498591,0.008998660637087,0.0137713908654676,0.0383549435589413,0.871861034262609,0.00299265801234305,0.00879176420515003,0.000917748457118536,75184
241,DGY#2144_T15_H02,DGY#2144,GAP1_location_mutant,16,15,84344,338784,386070.409714977,193198.201480886,2296,25854.2453523665,46218.812375475,0.00680703460573675,0.0625228260291381,0.0951138081737138,0.643116285687186,0.164611590628853,0.0978848525087736,0.000984065256568339,84344
242,DGY#1657_T15_A03,DGY#1657,Wild_Type,17,15,85906,348346.5,396622.081088632,197001.030292046,2402,24887.7486438666,42389.4424142819,0.00692120710408724,0.0588744275917818,0.0888742341403155,0.641503503829767,0.179777896770889,0.0773869112751147,0.000733359718762368,85906
243,DGY#2076_T15_B03,DGY#2076,Genomic_Architecture_Mutant,18,15,82493,414932,464633.773580789,206595.562178667,108661,124944.040112494,98570.0615146862,0.251225837499666,0.277720386189219,0.184308783181638,0.115706787242554,0.198150146073,0.500660662116786,0.103899724825137,82493
244,DGY#2071_T15_C03,DGY#2071,Genomic_Architecture_Mutant,19,15,84680,323760,379269.268776571,201459.652372016,71482,82529.5319792159,50818.9270166637,0.217834146099991,0.228595363399588,0.0973525413306671,0.0450047236655645,0.303837978271138,0.564761454888994,0.00451110061407652,84680
245,DGY#2150_T15_D03,DGY#2150,Genomic_Architecture_Mutant,20,15,81158,342220.5,405966.85753715,220468.463910676,51284.5,61915.0671899258,60569.2051585745,0.160292971697598,0.152217102617179,0.11545369855994,0.246297345917839,0.284494442938466,0.328014490253579,0.00219325266763597,81158
246,DGY#2084_T15_E03,DGY#2084,DNA_repair_mutant,21,15,83184,368423,421293.56234372,206992.128539056,88053,95954.3175129833,61109.6546118219,0.230372735975287,0.242446941866106,0.133786109177597,0.0817585112521639,0.250565012502404,0.550286112713983,0.024632140796307,83184
247,DGY#2086_T15_F03,DGY#2086,DNA_repair_mutant,22,15,83371,355936,406207.081479171,203446.666785496,80235,89940.4782958103,49047.3900969084,0.220980911696318,0.23828752616462,0.105324080870502,0.0292307876839668,0.343356802725168,0.543342409231028,0.0122224754411006,83371
248,DGY#2089_T15_G03,DGY#2089,DNA_repair_mutant,23,15,85160,337112.5,368762.416756693,159954.138513067,3557,14762.3966181306,17102.9574037822,0.0112415669959724,0.0448606161591775,0.0534060706284009,0.545467355565993,0.104814466885862,0.0114960075152654,0,85160
249,DGY#2090_T15_H03,DGY#2090,DNA_repair_mutant,24,15,88605,307132,341500.513943908,165731.57742195,25945,28517.0119406354,15559.1832702402,0.0841752545441257,0.0900222566177529,0.042505144210745,0.0482816996783477,0.190079566615879,0.0161729022064218,1.12860448055979e-05,88605
250,DGY#1972_T15_A04,DGY#1972,GAP1_location_mutant,25,15,85686,332161,386236.309968956,202100.469126507,138409,156814.34633429,86436.7489097139,0.401813387054641,0.436653802579286,0.184728680407633,0.0189645916485774,0.00913801554512989,0.598685899680228,0.236024554769741,85686
251,DGY#2135_T15_B04,DGY#2135,GAP1_location_mutant,26,15,83861,350131,399859.553069961,198874.151853554,96757,109445.682009516,59305.0331022687,0.271273260311902,0.295284898195882,0.131678028062996,0.0208917136690476,0.195120497012914,0.664420886943871,0.0461835656622268,83861
252,DGY#2143_T15_C04,DGY#2143,GAP1_location_mutant,27,15,90153,307916,348905.205683671,172433.835594557,58301,66076.6541767883,37726.1052753204,0.18440079339689,0.197950198758672,0.0804778828701532,0.0218628331835879,0.435537364258538,0.387452441959779,0.00339422980932415,90153
253,DGY#2144_T15_D04,DGY#2144,GAP1_location_mutant,28,15,85996,355451.5,397984.110481883,190904.00077047,1289,7296.87605237453,26174.8614540103,0.00351459869434379,0.0147103381310596,0.043704493971376,0.910274896506814,0.042978743197358,0.0126401227964091,0.000197683613191311,85996
254,DGY#2084_T15_E04,DGY#2084,DNA_repair_mutant,29,15,59510,657657,687847.48008738,240791.379337214,176393.5,183057.740278945,96204.5162885899,0.258335203919054,0.264993845957865,0.10616351790489,0.0611829944547135,0.132162661737523,0.735422618047387,0.0189043858175097,59510
255,DGY#2086_T15_F04,DGY#2086,DNA_repair_mutant,30,15,89460,428861.5,475431.976469931,194177.871908732,105518,122954.421149117,76203.9145380721,0.237018873162524,0.26380991119293,0.122374337275954,0.0183098591549296,0.324267829197407,0.559266711379387,0.0555667337357478,89460
256,DGY#2089_T15_G04,DGY#2089,DNA_repair_mutant,31,15,60071,545625,593160.393234672,246373.658944829,5510,30125.5083151604,61397.0810995793,0.0100891794777187,0.0461419036108312,0.0815402403424023,0.601987647949926,0.0960030630420669,0.0744618867673253,0.000932230194270114,60071
257,DGY#2090_T15_H04,DGY#2090,DNA_repair_mutant,32,15,85390,372349.5,428869.774294414,218620.306904768,68498,77727.1250966155,42681.943629629,0.182619841082998,0.191484965499152,0.0698788929364745,0.0202365616582738,0.527216301674669,0.385197329898115,0.000480149900456728,85390
258,DGY#1_T18_A01,DGY#1,0_Copy_Control,1,18,88910,340291,377768.33402317,181666.429745135,1442,1766.76471712968,1709.31394372034,0.00404298194664577,0.00521053173450508,0.0054219223011169,0.972905185018558,0,1.12473287594196e-05,0,88910
259,DGY#620_T18_B01,DGY#620,0_Copy_Control,2,18,91896,278982,331403.182902411,189063.980434613,54693,66051.6589296596,42728.4283090426,0.192495803844513,0.204578925789992,0.0661842202743352,0.00711674066335858,0.361767650387394,0.427831461652303,0.000859667450161052,91896
260,DGY#500_T18_C01,DGY#500,1_Copy_Control,3,18,88315,322813,362374.279725981,178959.503303856,55658,61320.1919379494,31818.7141251952,0.171606727788614,0.180769454659298,0.07004459604444,0.0269263432033063,0.51665062560154,0.312110060578611,0.000407631772632056,88315
261,DGY#1315_T18_D01,DGY#1315,2_Copy_Contol,4,18,90246,274320,320243.894554883,172999.638389333,61649,73039.2466702125,48097.0700593852,0.215302306302117,0.243850485860443,0.121055651438043,0.0174633778782439,0.267402433348847,0.482525541298229,0.026128581876205,90246
262,DGY#1657_T18_E01,DGY#1657,Wild_Type,5,18,96068,295548,340233.903693217,159892.279898128,1990,2246.60587292335,1899.33705724947,0.00619462863993872,0.00703161698911871,0.00576068652142542,0.969771411916559,1.04092934171628e-05,1.04092934171628e-05,0,96068
263,DGY#2076_T18_F01,DGY#2076,Genomic_Architecture_Mutant,6,18,87012,291868.5,324764.973670298,154855.691712048,30909,33504.2492529766,14865.9348270301,0.104702937568501,0.11400832408539,0.0488631840716388,0.0140900105732543,0.287512067301062,0.0458097733645934,0,87012
264,DGY#2071_T18_G01,DGY#2071,Genomic_Architecture_Mutant,7,18,88469,374898,420149.544450598,220161.629977628,52198,60914.6190530016,38881.4536407415,0.142235871483078,0.146836905814759,0.0485127890416707,0.0225841820298636,0.656128135279024,0.112773966021996,0.000259978071414846,88469
265,DGY#2150_T18_H01,DGY#2150,Genomic_Architecture_Mutant,8,18,91575,267544,313947.087578488,172416.879504997,41620,48309.1385530986,29426.2922388685,0.154589156617554,0.161644516022172,0.0585249741326473,0.0185203385203385,0.438875238875239,0.198056238056238,0.000283920283920284,91575
266,DGY#2084_T18_A02,DGY#2084,DNA_repair_mutant,9,18,94249,300307,348645.445108171,185434.251869797,61402,70662.6796995194,40081.509561055,0.199499089528672,0.208631677613729,0.0665310696709861,0.00955978312767244,0.352566074971618,0.462805971416142,0.00070027268193827,94249
267,DGY#2086_T18_B02,DGY#2086,DNA_repair_mutant,10,18,91934,266211,314510.907651141,175327.596720082,47853.5,56808.9688798486,34316.6770344781,0.176868068916925,0.187423144156352,0.059662629568626,0.00698327060717471,0.412981051623991,0.311995562033633,0.000228424739487023,91934
268,DGY#2089_T18_C02,DGY#2089,DNA_repair_mutant,11,18,90405,302170,344148.134605387,172631.984345729,99896,110311.573397489,61259.9745678383,0.321027549449951,0.337293712372715,0.131422691692802,0.0350865549471821,0.0415463746474199,0.754239256678281,0.0600741109451911,90405
269,DGY#2090_T18_D02,DGY#2090,DNA_repair_mutant,12,18,92987,263521,310046.59260972,170309.902599813,44903,54223.3040747631,35416.0844580811,0.164338832225481,0.180752146689343,0.0746283943898098,0.00740963790637401,0.423682880402637,0.245593470054954,0.00459203974749159,92987
270,DGY#1972_T18_E02,DGY#1972,GAP1_location_mutant,13,18,94064,313234,361767.458443188,189606.40639863,115420,133997.274844787,76624.5369033332,0.359676140607534,0.38056008873779,0.118371627866746,0.00651683959857119,0.0113858649430175,0.750393349209049,0.119365538356863,94064
271,DGY#2135_T18_F02,DGY#2135,GAP1_location_mutant,14,18,88870,258960,299175.642815348,153360.593498393,52467,60133.7850793294,32990.2096851583,0.198560966572317,0.209935095148909,0.0712932005990468,0.00892314616856082,0.324946551142118,0.471632721953415,0.000348824125126589,88870
272,DGY#2143_T18_G02,DGY#2143,GAP1_location_mutant,15,18,92017,321954,367874.605746764,184926.267412368,67525,76948.6177662823,42768.028868396,0.202112273684962,0.218174738403012,0.0773538642644894,0.00791158155558212,0.391688492343806,0.492800243433279,0.00390145299238184,92017
273,DGY#2144_T18_H02,DGY#2144,GAP1_location_mutant,16,18,91900,270153.5,316443.86570185,173782.0395685,44555,52924.6306311208,34855.8031393705,0.161543094832142,0.173207523714816,0.0632509351724299,0.0147878128400435,0.449183895538629,0.232796517954298,0.000924918389553863,91900
274,DGY#1657_T18_A03,DGY#1657,Wild_Type,17,18,91312,290513.5,342628.541188453,192722.036817954,51175,60136.8727001927,36630.0981985656,0.173520151983881,0.184540731521623,0.0665585002934884,0.0161205537059751,0.449710881373752,0.301165235675486,0.000908971438584195,91312
275,DGY#2076_T18_B03,DGY#2076,Genomic_Architecture_Mutant,18,18,96215,300122,343280.795083927,168053.7098801,76573,89685.9236709453,56447.4724715132,0.232456659445385,0.269320491334201,0.125222341347197,0.00346099880476017,0.246146650730136,0.557387101803253,0.0488073585199813,96215
276,DGY#2071_T18_C03,DGY#2071,Genomic_Architecture_Mutant,19,18,94084,276918.5,324824.95200034,179031.68689066,53335,63670.3950193444,41162.4688943518,0.189734819241921,0.199364803640209,0.0649649715987321,0.0155074189022576,0.355331405977637,0.410633051315845,0.000627099187959696,94084
277,DGY#2150_T18_D03,DGY#2150,Genomic_Architecture_Mutant,20,18,93987,302714,351509.774341132,187075.405216127,53922,63738.4153233958,38595.0972221709,0.175050983787725,0.184052716005727,0.0555777219371911,0.00861821315713875,0.472224882164555,0.322927638928788,0.000297913541234426,93987
278,DGY#2084_T18_E03,DGY#2084,DNA_repair_mutant,21,18,94309,319100,365541.42202759,179363.218165264,66340,74860.0905003764,41450.9088919616,0.199524810773559,0.209719275457514,0.0724121644636148,0.0163929211422028,0.374460549894496,0.477674453127485,0.00188741265414754,94309
279,DGY#2086_T18_F03,DGY#2086,DNA_repair_mutant,22,18,92358,295974.5,335846.633707962,166958.79246343,44122.5,49087.2202516295,40872.8401534666,0.157018602570685,0.143972986567966,0.0930369008826425,0.174050975551658,0.334968275623119,0.259262868403387,0.000779575131553303,92358
280,DGY#2089_T18_G03,DGY#2089,DNA_repair_mutant,23,18,85845,283579,316723.010018056,152090.898719294,30203,33002.4158658047,14451.7019252636,0.105080944455817,0.115499877700725,0.0494030100666933,0.0059642378705807,0.268122779428039,0.0479352321043742,1.16489020909779e-05,85845
281,DGY#2090_T18_H03,DGY#2090,DNA_repair_mutant,24,18,90940,307849,344295.941027051,170642.433984643,26089,29743.4055861007,16055.7692022126,0.0842451922281846,0.0922183345388446,0.0403763016503916,0.0110952276226083,0.187959093908071,0.0189465581702221,1.09962612711678e-05,90940
282,DGY#1972_T18_A04,DGY#1972,GAP1_location_mutant,25,18,90815,299626,343613.02467654,176377.188345533,109887,122775.412718163,65797.2566951413,0.353877716489969,0.379994695592721,0.147985245871934,0.0156802290370534,0.0274844464020261,0.706546275395034,0.112745691791004,90815
283,DGY#2135_T18_B04,DGY#2135,GAP1_location_mutant,26,18,91769,286640,329809.927404679,167638.642898454,69661,82554.647865837,52276.8309910944,0.227769199735548,0.263317629232777,0.127224199466083,0.00646187710446883,0.258856476587955,0.549782606326755,0.0371694145081672,91769
284,DGY#2143_T18_C04,DGY#2143,GAP1_location_mutant,27,18,92682,278183,327197.553160268,179948.02159166,47943,56335.1281047021,35239.951512299,0.171947588435949,0.179592880690917,0.0650992786921818,0.0157527891068384,0.415442049157334,0.291933708810772,0.00114369564748279,92682
285,DGY#2144_T18_D04,DGY#2144,GAP1_location_mutant,28,18,92914,275948,319235.412844135,170414.658038117,46913,55522.1478786835,35068.3447230298,0.166003811706746,0.179353050810682,0.0719693966381185,0.00794282885248725,0.445842391889274,0.254601028908453,0.00452030910304152,92914
286,DGY#2084_T18_E04,DGY#2084,DNA_repair_mutant,29,18,93735,290012,332169.855176828,171843.885426272,61702,71141.5397556942,41640.0855975664,0.20700623066533,0.221007230866317,0.0733781180080472,0.00665706513042087,0.32377447058196,0.501616258601376,0.00241105243505628,93735
287,DGY#2086_T18_F04,DGY#2086,DNA_repair_mutant,30,18,96860,277558,314119.557010118,147288.40364109,60056,67838.6822527359,36323.3582096284,0.203523366705844,0.220560700730676,0.0770305482606061,0.00240553376006607,0.309591162502581,0.500216807763783,0.00638034276275036,96860
288,DGY#2089_T18_G04,DGY#2089,DNA_repair_mutant,31,18,92026,284449.5,328657.486884141,170644.749578796,52792,62029.0865190272,36112.8405585945,0.182467680092916,0.194479168631976,0.062116493533079,0.00460739356268881,0.422576228457175,0.37792580357725,0.000206463390780866,92026
289,DGY#2090_T18_H04,DGY#2090,DNA_repair_mutant,32,18,92656,286833.5,329320.67066353,166108.052597074,52569,60060.9787385598,32721.1958945471,0.178482139344738,0.189185955594957,0.0589484578069609,0.00530996373683302,0.444288551200138,0.3601385771024,0.000194266965981696,92656
